x,y_fit
1.5274549098196388,-0.1665333527929853
1.5571142284569142,-0.17304011583932893
1.5867735470941877,-0.17967727498407987
1.616432865731463,-0.1864449103772584
1.6460921843687366,-0.19334309784054143
1.675751503006012,-0.20037190857113168
1.7054108216432855,-0.20753140884352972
1.7350701402805608,-0.21482165970932582
1.7647294589178362,-0.22224271669510653
1.7943887775551097,-0.22979462949859353
1.824048096192385,-0.23747744168312068
1.8537074148296586,-0.24529119037055758
1.883366733466934,-0.253235905932801
1.9130260521042075,-0.2613116116819376
1.9426853707414828,-0.2695183235592074
1.9723446893787582,-0.2778560498228722
2.0020040080160317,-0.28632479073511957
2.031663326653307,-0.2949245382481193
2.0613226452905806,-0.3036552756893514
2.090981963927856,-0.3125169774463393
2.1206412825651295,-0.32150960865090217
2.150300601202405,-0.3306331248630689
2.1799599198396784,-0.3398874717547659
2.2096192384769537,-0.34927258479342793
2.239278557114229,-0.35878838892564646
2.2689378757515026,-0.36843479826100484
2.298597194388778,-0.37821171575622964
2.3282565130260515,-0.3881190328997906
2.357915831663327,-0.39815662939710156
2.3875751503006004,-0.4083243728564466
2.4172344689378757,-0.41862211847579184
2.4468937875751493,-0.42904970873060677
2.4765531062124246,-0.43960697306286284
2.5062124248497,-0.4502937275713345
2.5358717434869735,-0.4611097747033689
2.565531062124249,-0.472054902948268
2.5951903807615224,-0.4831288865324292
2.6248496993987978,-0.4943314851164136
2.6545090180360713,-0.5056624434940777
2.6841683366733466,-0.5171214912939475
2.71382765531062,-0.5287083426829688
2.7434869739478955,-0.5404226960728215
2.773146292585171,-0.5522642338289326
2.8028056112224444,-0.5642326219823727
2.8324649298597198,-0.5763275099447925
2.8621242484969933,-0.5885485302265598
2.8917835671342687,-0.600895298158282
2.921442885771542,-0.6133674116158643
2.9511022044088175,-0.6259644507492952
2.980761523046093,-0.6386859777153128
3.0104208416833664,-0.6515315364141445
3.0400801603206418,-0.6645006522304876
3.0697394789579153,-0.6775928317789044
3.0993987975951907,-0.690807562653828
3.129058116232464,-0.7041443131843373
3.1587174348697395,-0.7176025321939112
3.188376753507013,-0.7311816487653175
3.2180360721442884,-0.7448810720108516
3.2476953907815638,-0.7587001908480874
3.2773547094188373,-0.7726383737813496
3.3070140280561127,-0.7866949686890893
3.336673346693386,-0.800869302617353
3.3663326653306616,-0.8151606815795505
3.395991983967935,-0.8295683903627031
3.4256513026052104,-0.8440916923403889
3.455310621242484,-0.8587298292925588
3.4849699398797593,-0.8734820212324552
3.5146292585170347,-0.888347466240805
3.5442885771543082,-0.9033253403075159
3.5739478957915836,-0.918414797181071
3.603607214428857,-0.9336149682258226
3.6332665330661325,-0.9489249622874129
3.662925851703406,-0.9643438655665104
3.6925851703406813,-0.9798707415010982
3.722244488977955,-0.9955046306574997
3.7519038076152302,-1.0112445506303915
3.7815631262525056,-1.0270894959519843
3.811222444889779,-1.0430384380106212
3.8408817635270545,-1.0590903249790025
3.870541082164328,-1.0752440817522448
3.9002004008016034,-1.0914986098960313
3.929859719438877,-1.1078527876050395
3.9595190380761522,-1.1243054696719117
3.989178356713426,-1.1408554874669614
4.018837675350701,-1.1575016489288799
4.0484969939879765,-1.1742427385666414
4.07815631262525,-1.1910775174728685
4.107815631262525,-1.2080047233488829
4.137474949899799,-1.2250230705416634
4.167134268537074,-1.242131250092983
4.196793587174348,-1.2593279298009252
4.226452905811623,-1.2766117542940616
4.2561122244488985,-1.293981345118496
4.285771543086172,-1.311435300838049
4.315430861723447,-1.3289721971478223
4.345090180360721,-1.3465905870013708
4.374749498997996,-1.3642890007517716
4.40440881763527,-1.382065946306797
4.434068136272545,-1.3999199092984875
4.463727454909819,-1.4178493532673384
4.493386773547094,-1.4358527198613955
4.523046092184369,-1.4539284290504844
4.552705410821643,-1.4720748793558551
4.582364729458918,-1.4902904480954993
4.612024048096192,-1.5085734916453877
4.641683366733467,-1.5269223457169192
4.671342685370741,-1.5453353256508187
4.701002004008016,-1.5638107267277799
4.73066132264529,-1.5823468244960932
4.760320641282565,-1.6009418751165618
4.78997995991984,-1.6195941157249432
4.819639278557114,-1.6383017648122238
4.849298597194389,-1.6570630226229854
4.878957915831663,-1.675876071572133
4.908617234468938,-1.6947390766802888
4.938276553106212,-1.7136501860281035
4.967935871743487,-1.7326075312297984
4.9975951903807605,-1.7516092279261861
5.027254509018036,-1.7706533762974952
5.056913827655311,-1.7897380615962515
5.086573146292585,-1.8088613547005266
5.11623246492986,-1.8280213126878422
5.145891783567134,-1.847215979430003
5.175551102204409,-1.8664433862091856
5.2052104208416825,-1.8857015523555418
5.234869739478958,-1.9049884859066515
5.264529058116233,-1.9243021842890828
5.294188376753507,-1.943640635022398
5.323847695390782,-1.9630018164458871
5.353507014028056,-1.9823836984683252
5.383166332665331,-2.0017842433410893
5.4128256513026045,-2.0212014064548995
5.44248496993988,-2.040633137160541
5.472144288577153,-2.060077379613821
5.501803607214429,-2.079532073645139
5.531462925851704,-2.0989951556539133
5.561122244488978,-2.118464559528237
5.590781563126253,-2.13793821759005
5.6204408817635265,-2.1574140615661443
5.650100200400802,-2.1768900235853437
5.679759519038075,-2.1963640372021516
5.709418837675351,-2.2158340384472193
5.739078156312624,-2.235297966904929
5.7687374749499,-2.25475376681845
5.798396793587175,-2.2741993882225637
5.8280561122244485,-2.2936327881046146
5.857715430861724,-2.3130519315939075
5.887374749498997,-2.3324547931798714
5.917034068136273,-2.351839357959355
5.946693386773546,-2.371203622913357
5.976352705410822,-2.3905455982135515
6.006012024048095,-2.4098633085589385
6.0356713426853705,-2.429154794542965
6.065330661322646,-2.448418114051452
6.094989979959919,-2.467651343691682
6.124649298597195,-2.486852580252989
6.154308617234468,-2.5060199421991878
6.183967935871744,-2.5251515711932178
6.213627254509017,-2.5442456336543167
6.2432865731462925,-2.5633003223481152
6.272945891783568,-2.582313858009973
6.302605210420841,-2.601284491001931
6.332264529058117,-2.6202105030036407
6.36192384769539,-2.639090208737605
6.391583166332666,-2.657921957729126
6.421242484969939,-2.6767041361012893
6.4509018036072145,-2.695435168405372
6.480561122244488,-2.7141135194870265
6.510220440881763,-2.7327376963886194
6.539879759519039,-2.751306250288073
6.569539078156312,-2.769817778474609
6.599198396793588,-2.7882709263617445
6.628857715430861,-2.8066643895379166
6.6585170340681366,-2.824996915855126
6.68817635270541,-2.8432673075559523
6.717835671342685,-2.861474423439345
6.747494989979959,-2.8796171810655515
6.777154308617234,-2.897694559000572
6.80681362725451,-2.9157055991005234
6.836472945891783,-2.9336494088363008
6.866132264529059,-2.951525163658917
6.895791583166332,-2.969332109405906
6.9254509018036075,-2.9870695647492056
6.955110220440881,-3.004736923684857
6.984769539078156,-3.0223336580649893
7.01442885771543,-3.039859320172407
7.044088176352705,-3.0573135453382383
7.073747494989981,-3.074696054603002
7.103406813627254,-3.092006657421516
7.1330661322645295,-3.1092452544120386
7.162725450901803,-3.126411840150045
7.192384769539078,-3.1435065060070535
7.222044088176352,-3.1605294430348883
7.251703406813627,-3.1774809448958155
7.281362725450903,-3.1943614108389284
7.311022044088176,-3.211171348723224
7.3406813627254515,-3.2279113780877635
7.370340681362725,-3.2445822332693353
7.4,-3.261184766568046
